m,TagName,
"2020-12-01 00:00:00","c#","5710"
"2020-12-01 00:00:00","c++","4423"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","532"
"2020-12-01 00:00:00","java","7745"
"2020-12-01 00:00:00","javascript","15909"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4773"
"2020-12-01 00:00:00","python","22018"
"2020-12-01 00:00:00","r","4315"
"2020-12-01 00:00:00","ruby","497"
"2020-12-01 00:00:00","swift","2082"
"2021-01-01 00:00:00","assembly","305"
"2021-01-01 00:00:00","c","2557"
"2021-01-01 00:00:00","c#","6150"
"2021-01-01 00:00:00","c++","4084"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","563"
"2021-01-01 00:00:00","java","7987"
"2021-01-01 00:00:00","javascript","16755"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4742"
"2021-01-01 00:00:00","python","22725"
"2021-01-01 00:00:00","r","4325"
"2021-01-01 00:00:00","ruby","522"
"2021-01-01 00:00:00","swift","2296"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2229"
"2021-02-01 00:00:00","c#","5757"
"2021-02-01 00:00:00","c++","4069"
"2021-02-01 00:00:00","delphi","189"
"2021-02-01 00:00:00","go","564"
"2021-02-01 00:00:00","java","7526"
"2021-02-01 00:00:00","javascript","15159"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4372"
"2021-02-01 00:00:00","python","21258"
"2021-02-01 00:00:00","r","4309"
"2021-02-01 00:00:00","ruby","528"
"2021-02-01 00:00:00","swift","2244"
"2021-03-01 00:00:00","assembly","317"
"2021-03-01 00:00:00","c","2467"
"2021-03-01 00:00:00","c#","6346"
"2021-03-01 00:00:00","c++","4268"
"2021-03-01 00:00:00","delphi","253"
"2021-03-01 00:00:00","go","751"
"2021-03-01 00:00:00","java","8609"
"2021-03-01 00:00:00","javascript","16645"
"2021-03-01 00:00:00","perl","151"
"2021-03-01 00:00:00","php","4716"
"2021-03-01 00:00:00","python","23661"
"2021-03-01 00:00:00","r","5156"
"2021-03-01 00:00:00","ruby","495"
"2021-03-01 00:00:00","swift","2367"
"2021-04-01 00:00:00","assembly","318"
"2021-04-01 00:00:00","c","2281"
"2021-04-01 00:00:00","c#","5848"
"2021-04-01 00:00:00","c++","3904"
"2021-04-01 00:00:00","delphi","170"
"2021-04-01 00:00:00","go","621"
"2021-04-01 00:00:00","java","7863"
"2021-04-01 00:00:00","javascript","15750"
"2021-04-01 00:00:00","perl","133"
"2021-04-01 00:00:00","php","4286"
"2021-04-01 00:00:00","python","22227"
"2021-04-01 00:00:00","r","4773"
"2021-04-01 00:00:00","ruby","514"
"2021-04-01 00:00:00","swift","2093"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","c","2070"
"2021-05-01 00:00:00","c#","5690"
"2021-05-01 00:00:00","c++","4151"
"2021-05-01 00:00:00","delphi","167"
"2021-05-01 00:00:00","go","638"
"2021-05-01 00:00:00","java","7889"
"2021-05-01 00:00:00","javascript","15690"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4240"
"2021-05-01 00:00:00","python","22220"
"2021-05-01 00:00:00","r","4650"
"2021-05-01 00:00:00","ruby","398"
"2021-05-01 00:00:00","swift","1844"
"2021-06-01 00:00:00","assembly","257"
"2021-06-01 00:00:00","c","1856"
"2021-06-01 00:00:00","c#","5585"
"2021-06-01 00:00:00","c++","3795"
"2021-06-01 00:00:00","delphi","125"
"2021-06-01 00:00:00","go","605"
"2021-06-01 00:00:00","java","7529"
"2021-06-01 00:00:00","javascript","14872"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4054"
"2021-06-01 00:00:00","python","20721"
"2021-06-01 00:00:00","r","4266"
"2021-06-01 00:00:00","ruby","417"
"2021-06-01 00:00:00","swift","1776"
"2021-07-01 00:00:00","assembly","184"
"2021-07-01 00:00:00","c","1598"
"2021-07-01 00:00:00","c#","5163"
"2021-07-01 00:00:00","c++","3458"
"2021-07-01 00:00:00","delphi","139"
"2021-07-01 00:00:00","go","599"
"2021-07-01 00:00:00","java","6895"
"2021-07-01 00:00:00","javascript","14639"
"2021-07-01 00:00:00","perl","137"
"2021-07-01 00:00:00","php","3870"
"2021-07-01 00:00:00","python","20413"
"2021-07-01 00:00:00","r","4033"
"2021-07-01 00:00:00","ruby","444"
"2021-07-01 00:00:00","swift","1949"
"2021-08-01 00:00:00","assembly","161"
"2021-08-01 00:00:00","c","1514"
"2021-08-01 00:00:00","c#","5073"
"2021-08-01 00:00:00","c++","3214"
"2021-08-01 00:00:00","delphi","133"
"2021-08-01 00:00:00","go","734"
"2021-08-01 00:00:00","java","6685"
"2021-08-01 00:00:00","javascript","14486"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3833"
"2021-08-01 00:00:00","python","19661"
"2021-08-01 00:00:00","r","4019"
"2021-08-01 00:00:00","ruby","445"
"2021-08-01 00:00:00","swift","1877"
"2021-09-01 00:00:00","assembly","190"
"2021-09-01 00:00:00","c","1694"
"2021-09-01 00:00:00","c#","5014"
"2021-09-01 00:00:00","c++","3566"
"2021-09-01 00:00:00","delphi","133"
"2021-09-01 00:00:00","go","615"
"2021-09-01 00:00:00","java","6562"
"2021-09-01 00:00:00","javascript","14309"
"2021-09-01 00:00:00","perl","112"
"2021-09-01 00:00:00","php","3693"
"2021-09-01 00:00:00","python","18857"
"2021-09-01 00:00:00","r","3889"
"2021-09-01 00:00:00","ruby","444"
"2021-09-01 00:00:00","swift","1610"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","c","2083"
"2021-10-01 00:00:00","c#","5237"
"2021-10-01 00:00:00","c++","3684"
"2021-10-01 00:00:00","delphi","141"
"2021-10-01 00:00:00","go","697"
"2021-10-01 00:00:00","java","6507"
"2021-10-01 00:00:00","javascript","13706"
"2021-10-01 00:00:00","perl","127"
"2021-10-01 00:00:00","php","3568"
"2021-10-01 00:00:00","python","19642"
"2021-10-01 00:00:00","r","4154"
"2021-10-01 00:00:00","ruby","412"
"2021-10-01 00:00:00","swift","1559"
"2021-11-01 00:00:00","assembly","278"
"2021-11-01 00:00:00","c","2195"
"2021-11-01 00:00:00","c#","5544"
"2021-11-01 00:00:00","c++","3777"
"2021-11-01 00:00:00","delphi","138"
"2021-11-01 00:00:00","go","646"
"2021-11-01 00:00:00","java","6854"
"2021-11-01 00:00:00","javascript","13325"
"2021-11-01 00:00:00","perl","76"
"2021-11-01 00:00:00","php","3458"
"2021-11-01 00:00:00","python","19877"
"2021-11-01 00:00:00","r","4012"
"2021-11-01 00:00:00","ruby","390"
"2021-11-01 00:00:00","swift","1525"
"2021-12-01 00:00:00","assembly","261"
"2021-12-01 00:00:00","c","2083"
"2021-12-01 00:00:00","c#","4993"
"2021-12-01 00:00:00","c++","3539"
"2021-12-01 00:00:00","delphi","142"
"2021-12-01 00:00:00","go","710"
"2021-12-01 00:00:00","java","6131"
"2021-12-01 00:00:00","javascript","12959"
"2021-12-01 00:00:00","perl","100"
"2021-12-01 00:00:00","php","3212"
"2021-12-01 00:00:00","python","18867"
"2021-12-01 00:00:00","r","3533"
"2021-12-01 00:00:00","ruby","365"
"2021-12-01 00:00:00","swift","1409"
"2022-01-01 00:00:00","assembly","225"
"2022-01-01 00:00:00","c","1935"
"2022-01-01 00:00:00","c#","5228"
"2022-01-01 00:00:00","c++","3579"
"2022-01-01 00:00:00","delphi","132"
"2022-01-01 00:00:00","go","736"
"2022-01-01 00:00:00","java","6376"
"2022-01-01 00:00:00","javascript","13830"
"2022-01-01 00:00:00","perl","126"
"2022-01-01 00:00:00","php","3350"
"2022-01-01 00:00:00","python","19523"
"2022-01-01 00:00:00","r","3837"
"2022-01-01 00:00:00","ruby","441"
"2022-01-01 00:00:00","swift","1719"
"2022-02-01 00:00:00","assembly","209"
"2022-02-01 00:00:00","c","1656"
"2022-02-01 00:00:00","c#","5048"
"2022-02-01 00:00:00","c++","3156"
"2022-02-01 00:00:00","delphi","166"
"2022-02-01 00:00:00","go","639"
"2022-02-01 00:00:00","java","5853"
"2022-02-01 00:00:00","javascript","12676"
"2022-02-01 00:00:00","perl","94"
"2022-02-01 00:00:00","php","3074"
"2022-02-01 00:00:00","python","19090"
"2022-02-01 00:00:00","r","3894"
"2022-02-01 00:00:00","ruby","402"
"2022-02-01 00:00:00","swift","1584"
"2022-03-01 00:00:00","assembly","232"
"2022-03-01 00:00:00","c","1930"
"2022-03-01 00:00:00","c#","5621"
"2022-03-01 00:00:00","c++","3475"
"2022-03-01 00:00:00","delphi","119"
"2022-03-01 00:00:00","go","753"
"2022-03-01 00:00:00","java","6510"
"2022-03-01 00:00:00","javascript","13456"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3106"
"2022-03-01 00:00:00","python","20553"
"2022-03-01 00:00:00","r","4469"
"2022-03-01 00:00:00","ruby","441"
"2022-03-01 00:00:00","swift","1727"
"2022-04-01 00:00:00","assembly","244"
"2022-04-01 00:00:00","c","1726"
"2022-04-01 00:00:00","c#","5162"
"2022-04-01 00:00:00","c++","3425"
"2022-04-01 00:00:00","delphi","112"
"2022-04-01 00:00:00","go","705"
"2022-04-01 00:00:00","java","6296"
"2022-04-01 00:00:00","javascript","13329"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3142"
"2022-04-01 00:00:00","python","19646"
"2022-04-01 00:00:00","r","4166"
"2022-04-01 00:00:00","ruby","431"
"2022-04-01 00:00:00","swift","1437"
"2022-05-01 00:00:00","assembly","249"
"2022-05-01 00:00:00","c","1748"
"2022-05-01 00:00:00","c#","5457"
"2022-05-01 00:00:00","c++","3480"
"2022-05-01 00:00:00","delphi","118"
"2022-05-01 00:00:00","go","601"
"2022-05-01 00:00:00","java","6405"
"2022-05-01 00:00:00","javascript","13165"
"2022-05-01 00:00:00","perl","90"
"2022-05-01 00:00:00","php","3333"
"2022-05-01 00:00:00","python","19221"
"2022-05-01 00:00:00","r","4127"
"2022-05-01 00:00:00","ruby","435"
"2022-05-01 00:00:00","swift","1445"
"2022-06-01 00:00:00","assembly","234"
"2022-06-01 00:00:00","c","1547"
"2022-06-01 00:00:00","c#","5264"
"2022-06-01 00:00:00","c++","3033"
"2022-06-01 00:00:00","delphi","110"
"2022-06-01 00:00:00","go","672"
"2022-06-01 00:00:00","java","5648"
"2022-06-01 00:00:00","javascript","12477"
"2022-06-01 00:00:00","perl","123"
"2022-06-01 00:00:00","php","3154"
"2022-06-01 00:00:00","python","18574"
"2022-06-01 00:00:00","r","3874"
"2022-06-01 00:00:00","ruby","423"
"2022-06-01 00:00:00","swift","1496"
"2022-07-01 00:00:00","assembly","202"
"2022-07-01 00:00:00","c","1367"
"2022-07-01 00:00:00","c#","5193"
"2022-07-01 00:00:00","c++","2950"
"2022-07-01 00:00:00","delphi","117"
"2022-07-01 00:00:00","go","678"
"2022-07-01 00:00:00","java","5350"
"2022-07-01 00:00:00","javascript","12611"
"2022-07-01 00:00:00","perl","124"
"2022-07-01 00:00:00","php","3058"
"2022-07-01 00:00:00","python","18873"
"2022-07-01 00:00:00","r","3644"
"2022-07-01 00:00:00","ruby","403"
"2022-07-01 00:00:00","swift","1460"
"2022-08-01 00:00:00","assembly","161"
"2022-08-01 00:00:00","c","1425"
"2022-08-01 00:00:00","c#","5441"
"2022-08-01 00:00:00","c++","2919"
"2022-08-01 00:00:00","delphi","115"
"2022-08-01 00:00:00","go","786"
"2022-08-01 00:00:00","java","5250"
"2022-08-01 00:00:00","javascript","12956"
"2022-08-01 00:00:00","perl","116"
"2022-08-01 00:00:00","php","3091"
"2022-08-01 00:00:00","python","18518"
"2022-08-01 00:00:00","r","3769"
"2022-08-01 00:00:00","ruby","424"
"2022-08-01 00:00:00","swift","1464"
"2022-09-01 00:00:00","assembly","171"
"2022-09-01 00:00:00","c","1528"
"2022-09-01 00:00:00","c#","4952"
"2022-09-01 00:00:00","c++","2745"
"2022-09-01 00:00:00","delphi","134"
"2022-09-01 00:00:00","go","783"
"2022-09-01 00:00:00","java","4983"
"2022-09-01 00:00:00","javascript","11769"
"2022-09-01 00:00:00","perl","82"
"2022-09-01 00:00:00","php","2803"
"2022-09-01 00:00:00","python","16941"
"2022-09-01 00:00:00","r","3524"
"2022-09-01 00:00:00","ruby","398"
"2022-09-01 00:00:00","swift","1483"
"2022-10-01 00:00:00","assembly","215"
"2022-10-01 00:00:00","c","1862"
"2022-10-01 00:00:00","c#","4993"
"2022-10-01 00:00:00","c++","2888"
"2022-10-01 00:00:00","delphi","137"
"2022-10-01 00:00:00","go","674"
"2022-10-01 00:00:00","java","5232"
"2022-10-01 00:00:00","javascript","11499"
"2022-10-01 00:00:00","perl","80"
"2022-10-01 00:00:00","php","2736"
"2022-10-01 00:00:00","python","18353"
"2022-10-01 00:00:00","r","3901"
"2022-10-01 00:00:00","ruby","371"
"2022-10-01 00:00:00","swift","1321"
"2022-11-01 00:00:00","assembly","267"
"2022-11-01 00:00:00","c","1986"
"2022-11-01 00:00:00","c#","5134"
"2022-11-01 00:00:00","c++","2931"
"2022-11-01 00:00:00","delphi","107"
"2022-11-01 00:00:00","go","692"
"2022-11-01 00:00:00","java","5353"
"2022-11-01 00:00:00","javascript","11611"
"2022-11-01 00:00:00","perl","107"
"2022-11-01 00:00:00","php","2758"
"2022-11-01 00:00:00","python","18689"
"2022-11-01 00:00:00","r","3977"
"2022-11-01 00:00:00","ruby","412"
"2022-11-01 00:00:00","swift","1373"
"2022-12-01 00:00:00","assembly","250"
"2022-12-01 00:00:00","c","1704"
"2022-12-01 00:00:00","c#","4625"
"2022-12-01 00:00:00","c++","2577"
"2022-12-01 00:00:00","delphi","81"
"2022-12-01 00:00:00","go","594"
"2022-12-01 00:00:00","java","4744"
"2022-12-01 00:00:00","javascript","10142"
"2022-12-01 00:00:00","perl","93"
"2022-12-01 00:00:00","php","2333"
"2022-12-01 00:00:00","python","15711"
"2022-12-01 00:00:00","r","3194"
"2022-12-01 00:00:00","ruby","341"
"2022-12-01 00:00:00","swift","1216"
"2023-01-01 00:00:00","assembly","221"
"2023-01-01 00:00:00","c","1415"
"2023-01-01 00:00:00","c#","4660"
"2023-01-01 00:00:00","c++","2379"
"2023-01-01 00:00:00","delphi","107"
"2023-01-01 00:00:00","go","686"
"2023-01-01 00:00:00","java","4638"
"2023-01-01 00:00:00","javascript","9909"
"2023-01-01 00:00:00","perl","71"
"2023-01-01 00:00:00","php","2502"
"2023-01-01 00:00:00","python","14828"
"2023-01-01 00:00:00","r","3239"
"2023-01-01 00:00:00","ruby","325"
"2023-01-01 00:00:00","swift","1194"
"2023-02-01 00:00:00","assembly","165"
"2023-02-01 00:00:00","c","1209"
"2023-02-01 00:00:00","c#","4093"
"2023-02-01 00:00:00","c++","2011"
"2023-02-01 00:00:00","delphi","121"
"2023-02-01 00:00:00","go","617"
"2023-02-01 00:00:00","java","4047"
"2023-02-01 00:00:00","javascript","8386"
"2023-02-01 00:00:00","perl","77"
"2023-02-01 00:00:00","php","1989"
"2023-02-01 00:00:00","python","12906"
"2023-02-01 00:00:00","r","3235"
"2023-02-01 00:00:00","ruby","311"
"2023-02-01 00:00:00","swift","1058"
"2023-03-01 00:00:00","assembly","156"
"2023-03-01 00:00:00","c","1165"
"2023-03-01 00:00:00","c#","4209"
"2023-03-01 00:00:00","c++","2306"
"2023-03-01 00:00:00","delphi","120"
"2023-03-01 00:00:00","go","590"
"2023-03-01 00:00:00","java","4403"
"2023-03-01 00:00:00","javascript","8377"
"2023-03-01 00:00:00","perl","93"
"2023-03-01 00:00:00","php","1875"
"2023-03-01 00:00:00","python","12679"
"2023-03-01 00:00:00","r","3264"
"2023-03-01 00:00:00","ruby","262"
"2023-03-01 00:00:00","swift","1124"
"2023-04-01 00:00:00","assembly","175"
"2023-04-01 00:00:00","c","1085"
"2023-04-01 00:00:00","c#","3283"
"2023-04-01 00:00:00","c++","1753"
"2023-04-01 00:00:00","delphi","113"
"2023-04-01 00:00:00","go","477"
"2023-04-01 00:00:00","java","3544"
"2023-04-01 00:00:00","javascript","6486"
"2023-04-01 00:00:00","perl","55"
"2023-04-01 00:00:00","php","1569"
"2023-04-01 00:00:00","python","9965"
"2023-04-01 00:00:00","r","2567"
"2023-04-01 00:00:00","ruby","198"
"2023-04-01 00:00:00","swift","888"
"2023-05-01 00:00:00","assembly","154"
"2023-05-01 00:00:00","c","972"
"2023-05-01 00:00:00","c#","3206"
"2023-05-01 00:00:00","c++","1612"
"2023-05-01 00:00:00","delphi","100"
"2023-05-01 00:00:00","go","390"
"2023-05-01 00:00:00","java","3269"
"2023-05-01 00:00:00","javascript","6060"
"2023-05-01 00:00:00","perl","52"
"2023-05-01 00:00:00","php","1583"
"2023-05-01 00:00:00","python","9466"
"2023-05-01 00:00:00","r","2339"
"2023-05-01 00:00:00","ruby","220"
"2023-05-01 00:00:00","swift","799"
"2023-06-01 00:00:00","assembly","139"
"2023-06-01 00:00:00","c","810"
"2023-06-01 00:00:00","c#","3219"
"2023-06-01 00:00:00","c++","1631"
"2023-06-01 00:00:00","delphi","106"
"2023-06-01 00:00:00","go","492"
"2023-06-01 00:00:00","java","3285"
"2023-06-01 00:00:00","javascript","5824"
"2023-06-01 00:00:00","perl","54"
"2023-06-01 00:00:00","php","1533"
"2023-06-01 00:00:00","python","8993"
"2023-06-01 00:00:00","r","2196"
"2023-06-01 00:00:00","ruby","189"
"2023-06-01 00:00:00","swift","923"
"2023-07-01 00:00:00","assembly","150"
"2023-07-01 00:00:00","c","834"
"2023-07-01 00:00:00","c#","3257"
"2023-07-01 00:00:00","c++","1648"
"2023-07-01 00:00:00","delphi","92"
"2023-07-01 00:00:00","go","486"
"2023-07-01 00:00:00","java","3126"
"2023-07-01 00:00:00","javascript","5870"
"2023-07-01 00:00:00","perl","65"
"2023-07-01 00:00:00","php","1438"
"2023-07-01 00:00:00","python","8959"
"2023-07-01 00:00:00","r","2014"
"2023-07-01 00:00:00","ruby","200"
"2023-07-01 00:00:00","swift","932"
"2023-08-01 00:00:00","assembly","135"
"2023-08-01 00:00:00","c","790"
"2023-08-01 00:00:00","c#","3069"
"2023-08-01 00:00:00","c++","1505"
"2023-08-01 00:00:00","delphi","93"
"2023-08-01 00:00:00","go","460"
"2023-08-01 00:00:00","java","3016"
"2023-08-01 00:00:00","javascript","5171"
"2023-08-01 00:00:00","perl","48"
"2023-08-01 00:00:00","php","1483"
"2023-08-01 00:00:00","python","8169"
"2023-08-01 00:00:00","r","1984"
"2023-08-01 00:00:00","ruby","174"
"2023-08-01 00:00:00","swift","766"
"2023-09-01 00:00:00","assembly","135"
"2023-09-01 00:00:00","c","807"
"2023-09-01 00:00:00","c#","2630"
"2023-09-01 00:00:00","c++","1378"
"2023-09-01 00:00:00","delphi","98"
"2023-09-01 00:00:00","go","395"
"2023-09-01 00:00:00","java","2649"
"2023-09-01 00:00:00","javascript","4445"
"2023-09-01 00:00:00","perl","58"
"2023-09-01 00:00:00","php","1360"
"2023-09-01 00:00:00","python","6888"
"2023-09-01 00:00:00","r","1723"
"2023-09-01 00:00:00","ruby","164"
"2023-09-01 00:00:00","swift","712"
"2023-10-01 00:00:00","assembly","153"
"2023-10-01 00:00:00","c","872"
"2023-10-01 00:00:00","c#","2606"
"2023-10-01 00:00:00","c++","1524"
"2023-10-01 00:00:00","delphi","143"
"2023-10-01 00:00:00","go","391"
"2023-10-01 00:00:00","java","2625"
"2023-10-01 00:00:00","javascript","4105"
"2023-10-01 00:00:00","perl","52"
"2023-10-01 00:00:00","php","1184"
"2023-10-01 00:00:00","python","7020"
"2023-10-01 00:00:00","r","1707"
"2023-10-01 00:00:00","ruby","163"
"2023-10-01 00:00:00","swift","727"
"2023-11-01 00:00:00","assembly","155"
"2023-11-01 00:00:00","c","880"
"2023-11-01 00:00:00","c#","2614"
"2023-11-01 00:00:00","c++","1305"
"2023-11-01 00:00:00","delphi","97"
"2023-11-01 00:00:00","go","381"
"2023-11-01 00:00:00","java","2546"
"2023-11-01 00:00:00","javascript","3951"
"2023-11-01 00:00:00","perl","43"
"2023-11-01 00:00:00","php","1161"
"2023-11-01 00:00:00","python","6660"
"2023-11-01 00:00:00","r","1646"
"2023-11-01 00:00:00","ruby","132"
"2023-11-01 00:00:00","swift","704"
"2023-12-01 00:00:00","assembly","164"
"2023-12-01 00:00:00","c","803"
"2023-12-01 00:00:00","c#","2231"
"2023-12-01 00:00:00","c++","1282"
"2023-12-01 00:00:00","delphi","69"
"2023-12-01 00:00:00","go","308"
"2023-12-01 00:00:00","java","2007"
"2023-12-01 00:00:00","javascript","3645"
"2023-12-01 00:00:00","perl","53"
"2023-12-01 00:00:00","php","980"
"2023-12-01 00:00:00","python","5535"
"2023-12-01 00:00:00","r","1337"
"2023-12-01 00:00:00","ruby","129"
"2023-12-01 00:00:00","swift","597"
"2024-01-01 00:00:00","assembly","161"
"2024-01-01 00:00:00","c","781"
"2024-01-01 00:00:00","c#","2289"
"2024-01-01 00:00:00","c++","1415"
"2024-01-01 00:00:00","delphi","83"
"2024-01-01 00:00:00","go","312"
"2024-01-01 00:00:00","java","2226"
"2024-01-01 00:00:00","javascript","3967"
"2024-01-01 00:00:00","perl","33"
"2024-01-01 00:00:00","php","1116"
"2024-01-01 00:00:00","python","6142"
"2024-01-01 00:00:00","r","1545"
"2024-01-01 00:00:00","ruby","146"
"2024-01-01 00:00:00","swift","696"
"2024-02-01 00:00:00","assembly","118"
"2024-02-01 00:00:00","c","716"
"2024-02-01 00:00:00","c#","2285"
"2024-02-01 00:00:00","c++","1307"
"2024-02-01 00:00:00","delphi","102"
"2024-02-01 00:00:00","go","284"
"2024-02-01 00:00:00","java","2182"
"2024-02-01 00:00:00","javascript","3591"
"2024-02-01 00:00:00","perl","36"
"2024-02-01 00:00:00","php","1034"
"2024-02-01 00:00:00","python","6115"
"2024-02-01 00:00:00","r","1536"
"2024-02-01 00:00:00","ruby","135"
"2024-02-01 00:00:00","swift","592"
"2024-03-01 00:00:00","assembly","127"
"2024-03-01 00:00:00","c","679"
"2024-03-01 00:00:00","c#","2246"
"2024-03-01 00:00:00","c++","1217"
"2024-03-01 00:00:00","delphi","91"
"2024-03-01 00:00:00","go","301"
"2024-03-01 00:00:00","java","2232"
"2024-03-01 00:00:00","javascript","3641"
"2024-03-01 00:00:00","perl","47"
"2024-03-01 00:00:00","php","1115"
"2024-03-01 00:00:00","python","5831"
"2024-03-01 00:00:00","r","1429"
"2024-03-01 00:00:00","ruby","120"
"2024-03-01 00:00:00","swift","594"
"2024-04-01 00:00:00","assembly","170"
"2024-04-01 00:00:00","c","660"
"2024-04-01 00:00:00","c#","2258"
"2024-04-01 00:00:00","c++","1162"
"2024-04-01 00:00:00","delphi","101"
"2024-04-01 00:00:00","go","288"
"2024-04-01 00:00:00","java","2021"
"2024-04-01 00:00:00","javascript","3198"
"2024-04-01 00:00:00","perl","25"
"2024-04-01 00:00:00","php","963"
"2024-04-01 00:00:00","python","5728"
"2024-04-01 00:00:00","r","1320"
"2024-04-01 00:00:00","ruby","109"
"2024-04-01 00:00:00","swift","574"
"2024-05-01 00:00:00","assembly","148"
"2024-05-01 00:00:00","c","604"
"2024-05-01 00:00:00","c#","2029"
"2024-05-01 00:00:00","c++","1266"
"2024-05-01 00:00:00","delphi","88"
"2024-05-01 00:00:00","go","252"
"2024-05-01 00:00:00","java","1772"
"2024-05-01 00:00:00","javascript","3060"
"2024-05-01 00:00:00","perl","38"
"2024-05-01 00:00:00","php","902"
"2024-05-01 00:00:00","python","5398"
"2024-05-01 00:00:00","r","1171"
"2024-05-01 00:00:00","ruby","98"
"2024-05-01 00:00:00","swift","491"
"2024-06-01 00:00:00","assembly","82"
"2024-06-01 00:00:00","c","494"
"2024-06-01 00:00:00","c#","1659"
"2024-06-01 00:00:00","c++","976"
"2024-06-01 00:00:00","delphi","63"
"2024-06-01 00:00:00","go","213"
"2024-06-01 00:00:00","java","1391"
"2024-06-01 00:00:00","javascript","2239"
"2024-06-01 00:00:00","perl","29"
"2024-06-01 00:00:00","php","760"
"2024-06-01 00:00:00","python","4162"
"2024-06-01 00:00:00","r","942"
"2024-06-01 00:00:00","ruby","91"
"2024-06-01 00:00:00","swift","473"
"2024-07-01 00:00:00","assembly","86"
"2024-07-01 00:00:00","c","511"
"2024-07-01 00:00:00","c#","1742"
"2024-07-01 00:00:00","c++","1007"
"2024-07-01 00:00:00","delphi","51"
"2024-07-01 00:00:00","go","238"
"2024-07-01 00:00:00","java","1229"
"2024-07-01 00:00:00","javascript","2164"
"2024-07-01 00:00:00","perl","30"
"2024-07-01 00:00:00","php","694"
"2024-07-01 00:00:00","python","4078"
"2024-07-01 00:00:00","r","909"
"2024-07-01 00:00:00","ruby","85"
"2024-07-01 00:00:00","swift","466"
"2024-08-01 00:00:00","assembly","104"
"2024-08-01 00:00:00","c","455"
"2024-08-01 00:00:00","c#","1576"
"2024-08-01 00:00:00","c++","935"
"2024-08-01 00:00:00","delphi","71"
"2024-08-01 00:00:00","go","187"
"2024-08-01 00:00:00","java","999"
"2024-08-01 00:00:00","javascript","1941"
"2024-08-01 00:00:00","perl","41"
"2024-08-01 00:00:00","php","640"
"2024-08-01 00:00:00","python","3607"
"2024-08-01 00:00:00","r","769"
"2024-08-01 00:00:00","ruby","98"
"2024-08-01 00:00:00","swift","424"
"2024-09-01 00:00:00","assembly","82"
"2024-09-01 00:00:00","c","422"
"2024-09-01 00:00:00","c#","1334"
"2024-09-01 00:00:00","c++","895"
"2024-09-01 00:00:00","delphi","59"
"2024-09-01 00:00:00","go","142"
"2024-09-01 00:00:00","java","1054"
"2024-09-01 00:00:00","javascript","1680"
"2024-09-01 00:00:00","perl","26"
"2024-09-01 00:00:00","php","518"
"2024-09-01 00:00:00","python","2937"
"2024-09-01 00:00:00","r","659"
"2024-09-01 00:00:00","ruby","69"
"2024-09-01 00:00:00","swift","381"
"2024-10-01 00:00:00","assembly","84"
"2024-10-01 00:00:00","c","447"
"2024-10-01 00:00:00","c#","1347"
"2024-10-01 00:00:00","c++","849"
"2024-10-01 00:00:00","delphi","76"
"2024-10-01 00:00:00","go","168"
"2024-10-01 00:00:00","java","1229"
"2024-10-01 00:00:00","javascript","1459"
"2024-10-01 00:00:00","perl","21"
"2024-10-01 00:00:00","php","548"
"2024-10-01 00:00:00","python","2722"
"2024-10-01 00:00:00","r","687"
"2024-10-01 00:00:00","ruby","49"
"2024-10-01 00:00:00","swift","369"
"2024-11-01 00:00:00","assembly","93"
"2024-11-01 00:00:00","c","390"
"2024-11-01 00:00:00","c#","1183"
"2024-11-01 00:00:00","c++","789"
"2024-11-01 00:00:00","delphi","52"
"2024-11-01 00:00:00","go","112"
"2024-11-01 00:00:00","java","1002"
"2024-11-01 00:00:00","javascript","1286"
"2024-11-01 00:00:00","perl","20"
"2024-11-01 00:00:00","php","460"
"2024-11-01 00:00:00","python","2501"
"2024-11-01 00:00:00","r","623"
"2024-11-01 00:00:00","ruby","66"
"2024-11-01 00:00:00","swift","328"
"2024-12-01 00:00:00","assembly","90"
"2024-12-01 00:00:00","c","320"
"2024-12-01 00:00:00","c#","909"
"2024-12-01 00:00:00","c++","628"
"2024-12-01 00:00:00","delphi","38"
"2024-12-01 00:00:00","go","107"
"2024-12-01 00:00:00","java","941"
"2024-12-01 00:00:00","javascript","1121"
"2024-12-01 00:00:00","perl","24"
"2024-12-01 00:00:00","php","368"
"2024-12-01 00:00:00","python","2163"
"2024-12-01 00:00:00","r","493"
"2024-12-01 00:00:00","ruby","45"
"2024-12-01 00:00:00","swift","265"
"2025-01-01 00:00:00","assembly","67"
